Anther,Sepal,Ovary,Pod,Stigma,Flower,Leaf
GLYMA_10G112000,ENSRNA050003122,GLYMA_19G172500,GLYMA_18G282100,GLYMA_11G078700,GLYMA_08G049000,GLYMA_13G016500
GLYMA_06G182800,GLYMA_08G242300,GLYMA_07G195400,GLYMA_13G356100,GLYMA_12G075000,GLYMA_14G204100,GLYMA_03G247400
GLYMA_10G272400,GLYMA_13G037600,GLYMA_16G129200,GLYMA_14G034200,GLYMA_16G003700,GLYMA_06G215400,GLYMA_04G250400
GLYMA_17G034500,GLYMA_01G099700,GLYMA_18G030000,GLYMA_20G094600,GLYMA_02G155400,GLYMA_06G059400,GLYMA_06G000500
GLYMA_17G112200,GLYMA_06G094700,GLYMA_18G003200,GLYMA_16G155600,GLYMA_20G045500,GLYMA_14G189000,GLYMA_17G076800
GLYMA_06G141300,GLYMA_06G255000,GLYMA_18G118100,GLYMA_03G156100,GLYMA_15G234500,GLYMA_03G130300,GLYMA_04G196400
GLYMA_06G287000,GLYMA_07G229000,GLYMA_07G241500,GLYMA_13G278500,GLYMA_02G060800,GLYMA_13G142400,GLYMA_15G248800
GLYMA_08G026400,GLYMA_11G179400,GLYMA_10G095500,GLYMA_07G191000,GLYMA_02G161100,GLYMA_02G061400,GLYMA_08G238400
GLYMA_14G183100,GLYMA_07G273500,GLYMA_16G143600,GLYMA_09G095200,GLYMA_03G204400,GLYMA_08G303800,GLYMA_08G281400
GLYMA_12G206100,GLYMA_13G199300,GLYMA_14G135400,GLYMA_01G028800,GLYMA_05G234700,GLYMA_16G029500,GLYMA_11G010800
GLYMA_03G128800,GLYMA_20G177700,GLYMA_02G226900,GLYMA_20G133300,GLYMA_06G089700,GLYMA_14G008900,GLYMA_07G199600
GLYMA_09G059200,GLYMA_19G135600,GLYMA_18G090700,GLYMA_03G136500,GLYMA_13G075700,GLYMA_18G230500,GLYMA_03G163300
GLYMA_05G044900,GLYMA_16G001800,GLYMA_20G186800,GLYMA_13G017900,GLYMA_10G056900,GLYMA_13G134600,GLYMA_18G144100
GLYMA_18G272200,GLYMA_20G233200,GLYMA_08G027700,GLYMA_12G222600,GLYMA_08G363600,GLYMA_02G193200,GLYMA_13G223100
GLYMA_19G203000,GLYMA_11G241400,GLYMA_10G221900,GLYMA_01G154200,GLYMA_13G360300,GLYMA_08G142000,GLYMA_12G006600
GLYMA_08G348400,GLYMA_19G057300,GLYMA_08G010300,GLYMA_02G223700,GLYMA_10G182300,GLYMA_13G076800,GLYMA_20G209900
GLYMA_05G199500,GLYMA_03G166700,GLYMA_12G064900,GLYMA_13G160700,ENSRNA050003210,GLYMA_02G183100,GLYMA_15G255400
GLYMA_20G103900,GLYMA_04G202200,GLYMA_07G150300,GLYMA_02G108300,GLYMA_12G061200,ENSRNA050003384,GLYMA_19G151500
GLYMA_09G126300,GLYMA_08G325500,GLYMA_09G255800,GLYMA_01G214200,GLYMA_04G048100,GLYMA_07G027800,GLYMA_15G014400
GLYMA_14G189900,GLYMA_06G031900,GLYMA_01G233600,GLYMA_02G205200,GLYMA_07G151300,GLYMA_02G210800,GLYMA_06G183100
GLYMA_01G146100,ENSRNA050003699,GLYMA_11G183100,GLYMA_15G239500,GLYMA_08G361100,GLYMA_11G106400,GLYMA_08G027600
GLYMA_08G279700,GLYMA_12G189500,GLYMA_03G161100,GLYMA_17G043900,GLYMA_12G016700,GLYMA_12G083300,GLYMA_01G145300
GLYMA_08G081300,GLYMA_18G245200,GLYMA_04G233800,GLYMA_04G039400,GLYMA_13G304400,GLYMA_10G221600,GLYMA_05G201100
GLYMA_16G034400,GLYMA_19G004600,GLYMA_13G124400,GLYMA_05G044600,GLYMA_09G015100,GLYMA_04G112300,GLYMA_11G115300
GLYMA_07G218700,GLYMA_17G059700,GLYMA_10G288300,GLYMA_07G221600,GLYMA_17G258700,GLYMA_07G051900,GLYMA_10G000900
GLYMA_19G186800,GLYMA_17G179200,GLYMA_18G078600,GLYMA_20G102500,GLYMA_10G048300,GLYMA_08G360600,GLYMA_09G187800
GLYMA_04G033600,GLYMA_08G158600,GLYMA_18G213900,GLYMA_07G155100,GLYMA_05G108800,GLYMA_07G265800,GLYMA_13G334400
GLYMA_10G166200,GLYMA_19G053100,GLYMA_11G082600,GLYMA_08G134300,GLYMA_17G215700,GLYMA_12G222400,GLYMA_06G162300
GLYMA_06G192500,GLYMA_19G154200,GLYMA_17G251900,GLYMA_04G108100,GLYMA_09G024700,GLYMA_03G172700,GLYMA_03G212700
GLYMA_20G126400,GLYMA_01G115900,GLYMA_07G163700,GLYMA_10G064800,GLYMA_02G238700,GLYMA_15G165900,GLYMA_07G084400
GLYMA_12G211000,GLYMA_04G032000,GLYMA_07G216200,GLYMA_16G047100,GLYMA_08G101200,GLYMA_11G248500,GLYMA_11G138700
GLYMA_14G219700,GLYMA_08G175800,GLYMA_12G131700,GLYMA_14G005300,GLYMA_18G041400,GLYMA_18G300200,GLYMA_08G205300
GLYMA_12G190200,GLYMA_14G127700,GLYMA_08G213100,GLYMA_19G198500,GLYMA_01G097900,GLYMA_17G095800,GLYMA_03G092500
GLYMA_06G070400,GLYMA_04G156300,GLYMA_10G275000,GLYMA_01G157000,GLYMA_12G020700,GLYMA_15G185000,GLYMA_20G113400
GLYMA_10G265800,GLYMA_05G226700,GLYMA_18G092500,GLYMA_20G158400,GLYMA_03G064800,ENSRNA050003790,GLYMA_13G218700
GLYMA_08G211600,GLYMA_06G208500,GLYMA_16G076000,GLYMA_09G114500,GLYMA_10G279300,GLYMA_11G157000,GLYMA_04G159300
GLYMA_06G094000,GLYMA_07G137300,GLYMA_03G033900,GLYMA_04G192100,GLYMA_11G053300,GLYMA_18G187200,GLYMA_03G058000
GLYMA_17G032100,GLYMA_08G353900,GLYMA_13G362900,GLYMA_12G191900,GLYMA_20G112400,GLYMA_20G103900,GLYMA_12G128800
GLYMA_02G023100,GLYMA_U026800,GLYMA_01G157300,GLYMA_16G035500,GLYMA_12G157500,GLYMA_11G059200,GLYMA_06G221100
GLYMA_07G066700,GLYMA_04G019300,GLYMA_08G040500,GLYMA_10G158700,GLYMA_19G236500,GLYMA_03G196600,GLYMA_16G155500
GLYMA_18G182600,GLYMA_18G025500,GLYMA_14G221200,GLYMA_14G032800,GLYMA_15G166600,GLYMA_12G089100,GLYMA_05G016000
GLYMA_04G091500,GLYMA_02G035900,GLYMA_08G075500,GLYMA_03G245200,GLYMA_18G002800,GLYMA_05G196600,GLYMA_08G085900
GLYMA_08G105400,GLYMA_09G251900,GLYMA_07G040600,GLYMA_18G050900,GLYMA_05G090900,GLYMA_13G163500,GLYMA_11G099700
GLYMA_12G059700,GLYMA_14G060200,GLYMA_12G076700,GLYMA_13G025900,GLYMA_04G205300,GLYMA_12G044500,GLYMA_07G211400
GLYMA_14G094400,GLYMA_10G150000,GLYMA_17G104800,GLYMA_19G097400,GLYMA_07G191400,GLYMA_13G066800,GLYMA_12G117500
GLYMA_20G081400,GLYMA_18G256600,GLYMA_03G177700,GLYMA_15G008100,GLYMA_07G118600,GLYMA_09G172000,GLYMA_03G234900
GLYMA_18G037900,GLYMA_08G108200,GLYMA_05G191400,GLYMA_18G158700,GLYMA_17G010100,GLYMA_08G333700,GLYMA_12G230300
GLYMA_01G095300,GLYMA_07G102300,GLYMA_09G023600,GLYMA_17G082700,GLYMA_10G267200,GLYMA_13G055700,GLYMA_13G023200
GLYMA_06G184000,GLYMA_08G364600,GLYMA_11G255600,GLYMA_04G241900,GLYMA_10G054500,GLYMA_08G014800,GLYMA_11G013200
GLYMA_20G114300,GLYMA_15G256300,GLYMA_11G219400,GLYMA_17G118300,GLYMA_17G213600,GLYMA_12G043700,GLYMA_08G269600
GLYMA_19G082300,GLYMA_06G171500,GLYMA_14G065200,GLYMA_02G238100,GLYMA_18G149600,GLYMA_14G144700,GLYMA_08G130200
GLYMA_19G069200,GLYMA_15G182800,GLYMA_06G148600,GLYMA_19G082100,GLYMA_09G226400,GLYMA_02G041400,GLYMA_02G090800
GLYMA_12G178900,GLYMA_19G088700,GLYMA_06G148800,GLYMA_01G111300,GLYMA_09G146700,GLYMA_19G165700,GLYMA_11G115400
GLYMA_05G211100,GLYMA_15G110700,GLYMA_03G226400,GLYMA_06G129700,GLYMA_01G185400,GLYMA_12G081500,GLYMA_16G049600
GLYMA_17G026900,GLYMA_02G127200,GLYMA_10G245400,GLYMA_01G006100,GLYMA_20G126100,GLYMA_04G167300,GLYMA_06G293400
GLYMA_02G049800,GLYMA_05G109500,GLYMA_02G242100,GLYMA_20G206800,GLYMA_13G229200,GLYMA_19G197600,GLYMA_13G129300
GLYMA_01G050500,GLYMA_07G150800,GLYMA_01G054200,GLYMA_10G194000,GLYMA_01G180000,GLYMA_02G018900,GLYMA_09G151800
GLYMA_10G160000,GLYMA_11G008900,GLYMA_02G109900,GLYMA_09G250800,GLYMA_02G310900,GLYMA_16G100400,GLYMA_03G096300
GLYMA_04G159100,GLYMA_20G074500,GLYMA_08G031800,GLYMA_18G242500,GLYMA_05G235300,GLYMA_15G086500,GLYMA_04G239800
GLYMA_07G103300,GLYMA_10G154700,GLYMA_13G035300,GLYMA_12G095800,GLYMA_10G039000,GLYMA_11G027700,GLYMA_18G151800
GLYMA_09G251700,GLYMA_13G225400,GLYMA_17G039600,GLYMA_15G134800,GLYMA_02G243800,GLYMA_10G017600,GLYMA_03G183400
GLYMA_11G144800,GLYMA_09G274900,GLYMA_07G022000,GLYMA_20G113200,GLYMA_19G109400,GLYMA_06G155500,GLYMA_01G041400
GLYMA_06G139300,GLYMA_03G212300,GLYMA_08G084800,GLYMA_14G206100,GLYMA_10G065800,GLYMA_05G241100,GLYMA_11G136100
GLYMA_07G224800,GLYMA_05G052400,GLYMA_10G051100,GLYMA_16G074600,GLYMA_18G255700,GLYMA_18G284000,GLYMA_08G045500
GLYMA_08G085800,GLYMA_15G276300,GLYMA_04G096600,GLYMA_01G179800,GLYMA_05G073700,GLYMA_01G011200,GLYMA_14G081000
GLYMA_16G123700,GLYMA_02G172800,GLYMA_12G051700,GLYMA_04G257200,GLYMA_01G097200,GLYMA_11G010500,GLYMA_11G077600
GLYMA_07G230100,GLYMA_12G108200,GLYMA_18G125500,GLYMA_01G224300,GLYMA_07G028600,GLYMA_15G067200,GLYMA_17G032600
GLYMA_08G032600,GLYMA_04G019600,GLYMA_06G073600,GLYMA_11G222500,GLYMA_06G192400,GLYMA_09G264700,GLYMA_17G017500
GLYMA_18G120100,GLYMA_02G240000,GLYMA_17G222100,GLYMA_04G014000,GLYMA_14G006100,GLYMA_17G053800,GLYMA_02G055300
GLYMA_02G174100,GLYMA_07G011100,GLYMA_09G178200,GLYMA_08G250900,GLYMA_19G077600,GLYMA_20G192500,GLYMA_13G321700
GLYMA_18G211200,GLYMA_09G154800,GLYMA_11G138700,GLYMA_16G080900,GLYMA_01G233000,GLYMA_04G102200,GLYMA_15G182800
GLYMA_15G122300,GLYMA_06G005300,GLYMA_11G111500,GLYMA_05G176600,GLYMA_14G096600,GLYMA_06G114400,GLYMA_06G218300
ENSRNA050003485,GLYMA_06G149500,GLYMA_07G075100,GLYMA_11G127900,GLYMA_06G277600,GLYMA_09G192900,GLYMA_01G245100
GLYMA_06G190200,GLYMA_17G041600,GLYMA_09G165400,GLYMA_17G067500,GLYMA_09G240800,GLYMA_20G054600,GLYMA_20G060300
ENSRNA050003397,GLYMA_11G003500,GLYMA_10G255000,GLYMA_05G147400,GLYMA_16G145200,GLYMA_11G237700,GLYMA_12G051100
GLYMA_08G304300,GLYMA_18G175800,GLYMA_13G271200,GLYMA_19G056700,GLYMA_02G061100,GLYMA_11G128300,GLYMA_08G118300
GLYMA_12G001500,GLYMA_20G184400,GLYMA_11G146300,GLYMA_18G000100,GLYMA_07G074700,GLYMA_20G112400,ENSRNA050003523
GLYMA_13G143600,GLYMA_13G018500,GLYMA_13G005500,GLYMA_10G049900,GLYMA_10G250200,GLYMA_08G050200,GLYMA_11G085700
GLYMA_03G230600,GLYMA_05G183700,GLYMA_05G239000,GLYMA_11G255600,GLYMA_18G216300,GLYMA_04G116700,GLYMA_06G085600
GLYMA_13G087300,GLYMA_09G234800,GLYMA_17G003600,GLYMA_02G015800,GLYMA_20G212900,GLYMA_08G115200,GLYMA_07G258900
GLYMA_05G024800,GLYMA_10G023800,GLYMA_17G199200,GLYMA_12G161200,GLYMA_09G176100,GLYMA_18G299200,GLYMA_04G046200
GLYMA_18G151800,GLYMA_11G054800,GLYMA_01G054400,GLYMA_09G259000,GLYMA_08G315800,GLYMA_13G276500,GLYMA_18G244300
GLYMA_15G098300,GLYMA_13G119100,GLYMA_01G114800,GLYMA_14G110000,GLYMA_19G146400,GLYMA_01G042400,GLYMA_09G250800
GLYMA_13G189400,GLYMA_08G241700,GLYMA_12G164700,GLYMA_13G020200,GLYMA_18G107100,GLYMA_07G029500,GLYMA_13G123800
GLYMA_09G035600,GLYMA_11G240200,GLYMA_01G194900,GLYMA_14G163000,GLYMA_06G195900,GLYMA_16G218500,GLYMA_04G086400
GLYMA_02G278300,GLYMA_16G162400,GLYMA_12G098800,GLYMA_04G155300,GLYMA_03G148100,GLYMA_12G053500,GLYMA_13G291300
GLYMA_U008200,GLYMA_11G037100,GLYMA_14G010000,GLYMA_06G210400,GLYMA_12G017800,GLYMA_19G004100,GLYMA_06G158900
GLYMA_13G041100,GLYMA_03G120300,GLYMA_18G207900,GLYMA_08G086600,GLYMA_19G234100,GLYMA_02G101300,GLYMA_20G130500
GLYMA_19G144900,GLYMA_11G237500,GLYMA_02G223700,GLYMA_16G116600,GLYMA_08G351200,GLYMA_17G092400,GLYMA_07G029200
GLYMA_18G186400,GLYMA_12G189400,GLYMA_12G027500,ENSRNA050003269,GLYMA_13G131300,GLYMA_02G071900,GLYMA_13G000900
GLYMA_20G238800,GLYMA_06G320800,GLYMA_01G041300,GLYMA_19G260600,GLYMA_13G248100,GLYMA_18G045000,GLYMA_05G047900
GLYMA_01G225300,GLYMA_04G099400,GLYMA_10G141800,GLYMA_06G030700,GLYMA_08G116900,GLYMA_12G020200,GLYMA_17G019900
GLYMA_16G040300,GLYMA_12G075800,GLYMA_16G212500,GLYMA_02G299700,GLYMA_12G129400,GLYMA_08G128300,GLYMA_01G023200
GLYMA_20G103200,GLYMA_12G064000,GLYMA_02G053800,GLYMA_07G270100,GLYMA_15G006800,GLYMA_19G149300,GLYMA_12G148600
GLYMA_04G251700,GLYMA_12G213500,GLYMA_06G317500,GLYMA_11G031400,GLYMA_10G021700,GLYMA_19G065800,GLYMA_07G127300
GLYMA_13G180100,GLYMA_05G029800,GLYMA_12G172600,GLYMA_15G109300,GLYMA_17G056400,GLYMA_07G149000,GLYMA_06G033600
GLYMA_17G261700,GLYMA_16G058800,GLYMA_13G149900,GLYMA_16G002400,GLYMA_02G296400,ENSRNA050003809,GLYMA_04G066800
GLYMA_17G044200,GLYMA_20G242900,GLYMA_15G099700,GLYMA_01G099700,GLYMA_06G295100,GLYMA_05G230700,GLYMA_11G028600
GLYMA_04G239200,GLYMA_19G088000,GLYMA_18G020000,GLYMA_08G105800,GLYMA_11G145300,GLYMA_04G154500,GLYMA_17G226900
GLYMA_18G213700,GLYMA_11G249500,GLYMA_15G102000,GLYMA_08G349900,GLYMA_12G031700,GLYMA_10G182700,GLYMA_06G133600
GLYMA_12G010300,GLYMA_03G142600,GLYMA_17G077800,ENSRNA050003126,GLYMA_06G208200,GLYMA_10G073300,GLYMA_18G000300
GLYMA_13G220200,GLYMA_02G042200,GLYMA_17G259700,GLYMA_19G036100,GLYMA_02G137100,GLYMA_08G146000,GLYMA_17G252600
GLYMA_07G221800,GLYMA_08G118400,GLYMA_09G116600,GLYMA_03G214500,ENSRNA050003346,GLYMA_04G057200,GLYMA_14G208600
GLYMA_08G036900,GLYMA_04G008900,GLYMA_11G011200,GLYMA_11G164900,GLYMA_14G080500,GLYMA_10G287600,GLYMA_16G140300
GLYMA_10G162000,GLYMA_17G246600,GLYMA_15G242900,ENSRNA050003624,GLYMA_08G141700,GLYMA_18G094500,GLYMA_18G237000
GLYMA_13G223300,GLYMA_17G080400,GLYMA_18G296700,GLYMA_13G030900,GLYMA_14G084500,GLYMA_07G085600,GLYMA_19G235800
GLYMA_13G117700,GLYMA_17G256200,GLYMA_09G147300,GLYMA_17G205700,GLYMA_16G179500,GLYMA_04G255100,GLYMA_16G163200
GLYMA_06G269500,GLYMA_03G159000,GLYMA_05G194400,GLYMA_07G262600,GLYMA_06G059000,GLYMA_04G003900,GLYMA_07G248700
GLYMA_09G017700,GLYMA_08G051400,GLYMA_08G192700,GLYMA_15G089700,GLYMA_05G230700,GLYMA_09G224000,GLYMA_07G102600
GLYMA_09G252000,GLYMA_02G061700,GLYMA_10G190400,GLYMA_03G123300,GLYMA_13G352900,GLYMA_03G122400,GLYMA_07G128200
GLYMA_11G005500,GLYMA_03G200300,GLYMA_16G036400,GLYMA_05G191700,GLYMA_08G048800,GLYMA_03G207600,GLYMA_08G201500
GLYMA_09G000500,GLYMA_02G239700,GLYMA_11G090400,GLYMA_02G271900,GLYMA_02G091300,GLYMA_10G271100,GLYMA_11G139700
GLYMA_13G255900,GLYMA_12G172200,GLYMA_12G058500,GLYMA_08G356300,GLYMA_04G055300,GLYMA_18G034600,GLYMA_01G207700
GLYMA_09G072500,GLYMA_13G181800,GLYMA_04G104200,GLYMA_10G295600,GLYMA_09G032300,GLYMA_12G174000,GLYMA_04G247900
ENSRNA050003191,GLYMA_11G250600,GLYMA_16G118400,GLYMA_11G107300,GLYMA_12G031600,GLYMA_10G073700,GLYMA_13G358700
GLYMA_15G141100,GLYMA_10G238100,GLYMA_11G108500,GLYMA_15G157100,GLYMA_10G207600,GLYMA_08G002700,GLYMA_09G202500
GLYMA_04G221600,GLYMA_06G009400,GLYMA_06G117400,GLYMA_15G250400,GLYMA_13G038500,GLYMA_03G139200,ENSRNA050003172
GLYMA_11G058300,GLYMA_10G286000,GLYMA_13G023700,GLYMA_17G104200,GLYMA_13G070500,GLYMA_20G017400,GLYMA_07G083500
GLYMA_11G145300,GLYMA_14G101400,GLYMA_10G083500,GLYMA_06G021600,GLYMA_03G117300,GLYMA_16G140800,GLYMA_09G213600
GLYMA_17G021100,GLYMA_01G040000,GLYMA_08G266400,GLYMA_05G187000,GLYMA_02G275500,GLYMA_19G161500,GLYMA_02G214400
GLYMA_19G177900,GLYMA_03G246700,GLYMA_11G255800,GLYMA_20G168200,GLYMA_10G039200,GLYMA_17G169700,GLYMA_05G068100
GLYMA_14G130600,GLYMA_08G133200,GLYMA_19G210500,GLYMA_09G065600,GLYMA_11G048200,GLYMA_11G041300,GLYMA_11G149900
GLYMA_06G044400,GLYMA_20G064700,GLYMA_05G013500,GLYMA_20G178300,GLYMA_03G214400,GLYMA_15G238400,GLYMA_20G202900
GLYMA_13G243200,GLYMA_07G273000,GLYMA_08G141700,GLYMA_16G038900,GLYMA_08G327900,GLYMA_01G041400,GLYMA_19G202900
GLYMA_12G068500,GLYMA_13G106100,GLYMA_12G147700,GLYMA_18G159900,GLYMA_10G051200,GLYMA_10G260700,GLYMA_09G177500
GLYMA_06G024100,GLYMA_08G231300,GLYMA_01G208100,GLYMA_20G141300,GLYMA_11G060600,GLYMA_10G196600,GLYMA_15G107700
GLYMA_02G203200,GLYMA_07G039600,GLYMA_10G133100,GLYMA_17G135600,GLYMA_04G133100,GLYMA_18G284200,GLYMA_14G136700
GLYMA_14G016600,GLYMA_15G160400,GLYMA_18G181500,GLYMA_04G059800,GLYMA_05G017800,GLYMA_13G071400,GLYMA_06G239900
GLYMA_11G164900,GLYMA_10G186700,GLYMA_20G019200,GLYMA_12G086700,GLYMA_09G230300,GLYMA_03G046200,GLYMA_05G139200
GLYMA_16G002500,GLYMA_19G122300,GLYMA_20G134100,GLYMA_18G220000,GLYMA_15G077800,GLYMA_20G126500,GLYMA_07G052300
GLYMA_12G005300,GLYMA_03G071700,GLYMA_12G174200,GLYMA_05G026900,GLYMA_17G016800,GLYMA_17G023100,GLYMA_12G092300
GLYMA_06G093500,GLYMA_17G102400,GLYMA_01G199100,GLYMA_06G074400,GLYMA_06G015100,GLYMA_16G008600,GLYMA_08G044900
GLYMA_06G089000,GLYMA_04G011000,GLYMA_09G073700,GLYMA_11G142300,GLYMA_07G136500,GLYMA_07G152900,GLYMA_03G246300
GLYMA_15G083100,GLYMA_01G233500,GLYMA_11G068500,GLYMA_07G118600,GLYMA_20G149400,GLYMA_19G101000,GLYMA_07G206200
GLYMA_15G163700,GLYMA_16G089000,GLYMA_12G089500,GLYMA_07G272600,GLYMA_U033900,GLYMA_10G276500,GLYMA_14G216100
GLYMA_17G045100,GLYMA_09G229000,GLYMA_20G123600,GLYMA_07G206100,GLYMA_02G091200,GLYMA_10G091000,GLYMA_13G163200
GLYMA_08G217700,GLYMA_02G053900,GLYMA_18G095900,GLYMA_11G239700,GLYMA_10G274400,GLYMA_01G023000,GLYMA_13G092700
GLYMA_18G052500,GLYMA_07G085700,GLYMA_03G022900,ENSRNA050003189,GLYMA_01G037300,GLYMA_08G285600,GLYMA_07G183200
GLYMA_13G140800,GLYMA_07G143000,GLYMA_03G173800,GLYMA_05G220300,GLYMA_06G019800,GLYMA_13G253600,GLYMA_06G016700
GLYMA_02G182900,GLYMA_08G152600,GLYMA_02G138800,GLYMA_16G087200,GLYMA_08G221700,GLYMA_08G296800,GLYMA_20G120300
GLYMA_11G004500,GLYMA_12G225400,GLYMA_01G230900,GLYMA_01G234200,GLYMA_11G087900,GLYMA_15G018800,GLYMA_14G127700
GLYMA_06G275600,GLYMA_17G011500,GLYMA_07G243100,GLYMA_11G199900,GLYMA_10G288600,GLYMA_04G113700,GLYMA_09G265500
GLYMA_13G138600,GLYMA_20G079300,GLYMA_07G134400,GLYMA_04G032000,GLYMA_03G036800,GLYMA_08G290400,GLYMA_19G090000
GLYMA_01G225200,GLYMA_20G167900,GLYMA_07G271400,GLYMA_06G162900,GLYMA_18G193600,GLYMA_15G119500,GLYMA_08G181300
GLYMA_03G175600,GLYMA_15G011000,GLYMA_06G166300,GLYMA_14G055700,GLYMA_01G029800,GLYMA_02G187200,GLYMA_17G231300
GLYMA_13G068900,GLYMA_08G286200,GLYMA_15G035700,GLYMA_18G297700,GLYMA_03G242600,GLYMA_19G113400,GLYMA_09G256000
GLYMA_18G095600,GLYMA_18G152900,GLYMA_08G364600,GLYMA_11G143400,GLYMA_11G090000,GLYMA_11G081500,GLYMA_15G067800
GLYMA_07G101800,GLYMA_10G166000,GLYMA_10G199300,GLYMA_05G046700,GLYMA_11G026400,GLYMA_04G225900,GLYMA_02G300300
GLYMA_18G287600,GLYMA_15G030400,GLYMA_08G263800,GLYMA_13G204000,GLYMA_02G116000,GLYMA_03G128800,ENSRNA050003806
GLYMA_19G199100,GLYMA_19G119300,GLYMA_12G102400,GLYMA_17G070000,GLYMA_07G170700,GLYMA_09G154600,GLYMA_10G048700
ENSRNA050003359,GLYMA_03G236900,GLYMA_13G000800,GLYMA_07G207300,GLYMA_16G203100,GLYMA_18G053700,GLYMA_17G045400
GLYMA_19G044200,GLYMA_16G182400,GLYMA_15G029100,GLYMA_20G228200,GLYMA_12G178800,GLYMA_10G127700,GLYMA_16G156400
GLYMA_20G127800,GLYMA_10G001800,GLYMA_02G220700,GLYMA_13G294400,GLYMA_15G053300,GLYMA_20G005700,GLYMA_15G135100
GLYMA_04G079800,GLYMA_02G186300,GLYMA_06G007400,GLYMA_15G118400,GLYMA_08G070300,GLYMA_02G056000,GLYMA_13G089600
GLYMA_05G208900,GLYMA_10G285300,GLYMA_03G161600,GLYMA_18G191800,GLYMA_13G149900,GLYMA_14G025500,GLYMA_10G166900
GLYMA_09G164000,GLYMA_14G077200,GLYMA_09G230800,GLYMA_13G156700,GLYMA_11G142100,GLYMA_20G237300,GLYMA_09G225700
GLYMA_06G166000,GLYMA_20G162000,GLYMA_07G041700,GLYMA_10G249000,GLYMA_19G191200,GLYMA_08G043600,GLYMA_11G081200
GLYMA_16G196400,GLYMA_17G046000,GLYMA_18G217200,GLYMA_18G175300,GLYMA_07G076800,GLYMA_06G298500,GLYMA_06G131700
GLYMA_08G349700,GLYMA_12G103300,GLYMA_10G075300,GLYMA_01G057100,GLYMA_17G002600,GLYMA_09G271700,GLYMA_16G054600
GLYMA_07G164300,GLYMA_14G138200,GLYMA_03G102700,GLYMA_02G066400,GLYMA_17G222400,GLYMA_14G000500,GLYMA_16G118400
GLYMA_09G070300,GLYMA_12G006700,GLYMA_05G163200,GLYMA_07G119500,GLYMA_08G271400,GLYMA_12G079700,GLYMA_09G038100
GLYMA_15G173000,GLYMA_13G136200,GLYMA_01G002100,GLYMA_03G189300,GLYMA_17G120300,GLYMA_07G020200,GLYMA_20G150900
GLYMA_15G101400,GLYMA_02G288600,GLYMA_07G181500,GLYMA_08G303800,GLYMA_08G217500,GLYMA_05G001000,GLYMA_01G028900
GLYMA_09G207200,GLYMA_13G275600,GLYMA_02G274900,GLYMA_19G218500,GLYMA_11G235400,GLYMA_18G268400,GLYMA_19G042300
GLYMA_19G196800,GLYMA_04G097300,GLYMA_16G043800,GLYMA_10G233900,GLYMA_07G260200,GLYMA_04G226500,GLYMA_08G237200
GLYMA_04G050600,GLYMA_05G247700,GLYMA_02G305900,GLYMA_02G147300,GLYMA_08G072400,GLYMA_19G016300,GLYMA_03G098300
GLYMA_17G039800,GLYMA_11G027700,GLYMA_09G103000,GLYMA_16G077700,GLYMA_17G251000,GLYMA_12G220600,GLYMA_08G241300
GLYMA_04G222200,GLYMA_07G241700,GLYMA_09G114000,GLYMA_19G154100,GLYMA_15G152900,GLYMA_05G080100,GLYMA_20G153300
GLYMA_04G256100,GLYMA_20G149700,GLYMA_13G299200,GLYMA_06G080100,GLYMA_13G069100,GLYMA_15G009500,GLYMA_11G222500
GLYMA_04G226100,GLYMA_14G141800,GLYMA_14G159500,GLYMA_04G032700,GLYMA_14G199000,GLYMA_08G063400,GLYMA_07G229800
GLYMA_13G204100,GLYMA_05G230600,GLYMA_06G127400,ENSRNA050003197,GLYMA_01G084600,GLYMA_08G048400,GLYMA_14G023300
GLYMA_13G295100,GLYMA_20G203200,GLYMA_16G177400,GLYMA_05G189100,GLYMA_17G132500,GLYMA_19G074500,GLYMA_04G069700
GLYMA_19G065600,GLYMA_04G192300,GLYMA_20G200200,GLYMA_14G065600,GLYMA_13G290900,GLYMA_14G176600,GLYMA_16G061900
GLYMA_11G080700,GLYMA_18G009000,GLYMA_12G095800,GLYMA_09G096700,GLYMA_09G164700,GLYMA_12G043200,GLYMA_14G017000
GLYMA_03G012900,GLYMA_08G142400,GLYMA_07G220900,GLYMA_16G028800,GLYMA_05G067400,GLYMA_11G063500,GLYMA_01G155000
GLYMA_19G189600,GLYMA_01G100900,GLYMA_19G153500,GLYMA_15G066500,GLYMA_16G122200,GLYMA_16G015700,GLYMA_14G023700
GLYMA_02G032700,GLYMA_13G015400,GLYMA_09G001400,GLYMA_10G239500,GLYMA_09G179200,GLYMA_08G279700,GLYMA_05G240000
GLYMA_02G199100,GLYMA_19G161600,GLYMA_15G181600,GLYMA_16G095500,GLYMA_08G254200,GLYMA_06G131100,GLYMA_13G289400
GLYMA_08G140200,GLYMA_12G188600,GLYMA_13G009100,GLYMA_07G216900,GLYMA_19G125600,GLYMA_20G205100,GLYMA_12G086600
GLYMA_15G234700,GLYMA_06G210400,GLYMA_13G169100,GLYMA_03G005000,GLYMA_02G006800,GLYMA_13G124400,GLYMA_13G018600
GLYMA_11G098000,GLYMA_02G196500,GLYMA_10G239500,GLYMA_08G285900,GLYMA_17G037700,GLYMA_10G198000,GLYMA_12G027300
