Anther,Sepal,Ovary,Pod,Stigma,Flower,Leaf
,GLYMA_05G062700,GLYMA_08G056500,GLYMA_02G242200,GLYMA_10G291400,GLYMA_18G221200,
,GLYMA_07G267700,GLYMA_07G202900,GLYMA_18G156100,GLYMA_07G074800,GLYMA_17G120400,
,GLYMA_20G218800,GLYMA_17G209900,GLYMA_19G114700,GLYMA_15G080500,GLYMA_11G031800,
,GLYMA_01G215400,GLYMA_15G158400,GLYMA_U030800,GLYMA_11G176800,GLYMA_10G267200,
,GLYMA_16G147700,GLYMA_02G176900,GLYMA_03G228600,GLYMA_17G092900,GLYMA_03G169000,
,GLYMA_11G084000,GLYMA_08G076900,GLYMA_06G188300,GLYMA_17G083800,GLYMA_05G161600,
,GLYMA_08G356300,GLYMA_09G074300,GLYMA_12G135100,GLYMA_06G088600,GLYMA_06G323400,
,ENSRNA050003342,GLYMA_15G123000,GLYMA_19G253300,GLYMA_03G032900,GLYMA_11G117500,
,GLYMA_02G221900,GLYMA_04G050400,GLYMA_05G079000,GLYMA_04G142800,GLYMA_14G221600,
,GLYMA_07G271200,GLYMA_06G054700,GLYMA_15G198100,GLYMA_12G014300,GLYMA_11G056700,
,GLYMA_13G048200,GLYMA_12G054400,GLYMA_07G165200,GLYMA_14G065400,GLYMA_09G222200,
,GLYMA_01G038900,GLYMA_18G072200,GLYMA_09G119700,GLYMA_15G055500,GLYMA_06G067900,
,GLYMA_08G200500,GLYMA_20G165200,GLYMA_13G100900,GLYMA_11G112300,GLYMA_14G030600,
,GLYMA_06G088500,GLYMA_20G052500,GLYMA_01G002200,GLYMA_06G314900,GLYMA_15G116500,
,GLYMA_01G074000,GLYMA_02G076500,GLYMA_11G046800,GLYMA_15G047800,GLYMA_07G035000,
,GLYMA_08G212600,GLYMA_04G179700,GLYMA_13G215600,GLYMA_01G181000,GLYMA_01G174700,
,GLYMA_15G056800,GLYMA_07G206500,GLYMA_02G031000,GLYMA_02G029600,GLYMA_05G096300,
,GLYMA_05G221400,GLYMA_10G087300,GLYMA_04G060600,GLYMA_08G282400,GLYMA_15G015200,
,GLYMA_20G093600,GLYMA_16G074700,GLYMA_03G116600,GLYMA_11G148900,GLYMA_20G242400,
,GLYMA_05G137100,GLYMA_18G155100,GLYMA_08G091600,GLYMA_06G196300,GLYMA_17G050800,
,GLYMA_20G112900,GLYMA_18G075000,GLYMA_07G084800,ENSRNA050003194,GLYMA_16G198600,
,GLYMA_04G232500,GLYMA_20G048000,GLYMA_04G092400,GLYMA_15G047000,GLYMA_02G272700,
,GLYMA_13G203700,GLYMA_03G066700,GLYMA_10G263200,GLYMA_18G092700,GLYMA_12G129400,
,GLYMA_13G095600,GLYMA_12G018100,GLYMA_04G113700,GLYMA_18G213700,GLYMA_04G034500,
,GLYMA_17G078400,GLYMA_03G128800,GLYMA_13G013400,GLYMA_19G250400,GLYMA_09G277600,
,GLYMA_08G113000,GLYMA_15G173500,GLYMA_19G123800,GLYMA_20G070600,GLYMA_08G126200,
,GLYMA_09G022900,GLYMA_14G207700,GLYMA_07G028600,GLYMA_01G089900,GLYMA_17G224900,
,GLYMA_07G119100,GLYMA_08G073700,GLYMA_13G076300,GLYMA_06G160500,GLYMA_13G264200,
,GLYMA_09G229600,GLYMA_07G074800,GLYMA_18G273500,GLYMA_13G174900,GLYMA_03G216600,
,GLYMA_10G151200,GLYMA_03G193800,GLYMA_06G015200,GLYMA_09G133600,GLYMA_18G170900,
,GLYMA_08G067000,GLYMA_15G097700,GLYMA_11G098500,GLYMA_02G239700,GLYMA_12G061300,
,GLYMA_12G067800,GLYMA_15G259200,GLYMA_05G023700,GLYMA_08G247400,GLYMA_08G183900,
,GLYMA_05G230700,GLYMA_11G164400,GLYMA_01G070400,GLYMA_08G214600,GLYMA_U030200,
,GLYMA_13G227000,GLYMA_19G250000,GLYMA_03G088900,GLYMA_06G148600,GLYMA_19G224300,
,GLYMA_08G329200,GLYMA_02G245500,GLYMA_20G209000,GLYMA_12G219800,GLYMA_17G123700,
,GLYMA_10G002400,GLYMA_18G200800,GLYMA_13G106000,GLYMA_17G250100,GLYMA_13G256000,
,GLYMA_15G125300,GLYMA_03G192200,GLYMA_06G058500,GLYMA_11G147100,GLYMA_06G309200,
,GLYMA_16G025800,GLYMA_06G104200,GLYMA_03G148300,GLYMA_12G018200,GLYMA_20G116000,
,GLYMA_17G103100,GLYMA_09G037900,GLYMA_15G262200,GLYMA_20G243400,GLYMA_19G039100,
,GLYMA_15G038100,GLYMA_10G138200,GLYMA_13G271200,GLYMA_06G193200,GLYMA_12G086600,
,GLYMA_08G290700,GLYMA_06G011000,GLYMA_08G094900,GLYMA_08G356700,GLYMA_09G190000,
,GLYMA_03G116600,GLYMA_18G143100,GLYMA_06G183500,GLYMA_11G092000,GLYMA_11G138800,
,GLYMA_15G269100,GLYMA_05G138900,GLYMA_20G125700,GLYMA_08G172100,GLYMA_15G134400,
,GLYMA_07G126200,GLYMA_03G114600,GLYMA_11G110400,GLYMA_09G214000,GLYMA_07G206300,
,GLYMA_12G052500,GLYMA_03G213100,GLYMA_06G112200,GLYMA_10G158700,GLYMA_06G103200,
,GLYMA_19G254900,GLYMA_12G076900,GLYMA_02G251100,GLYMA_17G052400,GLYMA_18G017400,
,GLYMA_15G096900,GLYMA_19G228800,GLYMA_06G224200,GLYMA_20G054300,GLYMA_18G159100,
,GLYMA_08G141300,GLYMA_08G170000,GLYMA_09G255100,GLYMA_12G057300,GLYMA_11G244500,
,GLYMA_09G065600,GLYMA_19G010500,GLYMA_18G010000,GLYMA_05G210100,GLYMA_16G068900,
,GLYMA_16G035000,GLYMA_08G207800,GLYMA_06G201800,GLYMA_10G060000,GLYMA_18G164800,
,GLYMA_09G082200,GLYMA_15G153300,GLYMA_04G034100,GLYMA_13G313600,GLYMA_17G234600,
,GLYMA_15G059900,GLYMA_15G013100,GLYMA_15G166600,GLYMA_18G299700,GLYMA_16G073800,
,GLYMA_13G232900,GLYMA_17G149600,GLYMA_09G273600,GLYMA_07G237000,GLYMA_12G095500,
,GLYMA_04G207800,GLYMA_10G156100,GLYMA_19G018100,GLYMA_07G073600,GLYMA_13G266100,
,GLYMA_02G008500,GLYMA_05G115000,GLYMA_12G071300,GLYMA_10G242600,GLYMA_13G045800,
,GLYMA_07G232900,GLYMA_13G297800,GLYMA_01G169000,GLYMA_20G192200,GLYMA_15G197200,
,GLYMA_03G210800,GLYMA_09G060300,GLYMA_16G060500,GLYMA_15G022800,GLYMA_06G222100,
,GLYMA_06G137800,GLYMA_20G171400,GLYMA_06G303800,GLYMA_14G156000,GLYMA_18G210900,
,GLYMA_02G296600,GLYMA_04G235700,GLYMA_07G018300,GLYMA_13G109700,GLYMA_01G004500,
,GLYMA_04G225900,GLYMA_17G158200,GLYMA_13G093500,GLYMA_15G190200,GLYMA_09G168900,
,GLYMA_13G009800,GLYMA_04G226900,GLYMA_18G048400,GLYMA_09G015500,GLYMA_12G165600,
,GLYMA_05G187800,GLYMA_16G165600,ENSRNA050003480,GLYMA_13G114900,GLYMA_02G227700,
,GLYMA_U034500,GLYMA_13G220000,GLYMA_05G183300,GLYMA_05G011900,GLYMA_14G003200,
,GLYMA_11G237000,GLYMA_13G124100,GLYMA_13G019000,GLYMA_05G199100,GLYMA_02G095200,
,GLYMA_17G110200,GLYMA_16G145000,GLYMA_06G145700,GLYMA_19G139000,GLYMA_10G032000,
,GLYMA_02G003300,GLYMA_04G053900,GLYMA_07G263800,GLYMA_07G102100,GLYMA_05G111900,
,GLYMA_08G202100,GLYMA_02G104200,GLYMA_09G243300,GLYMA_07G042700,GLYMA_11G073000,
,GLYMA_14G058900,GLYMA_12G103900,GLYMA_18G254900,GLYMA_12G068100,GLYMA_13G096100,
,GLYMA_20G171100,GLYMA_13G212000,GLYMA_03G160000,GLYMA_05G245800,GLYMA_01G084600,
,GLYMA_12G031600,GLYMA_14G085800,GLYMA_19G237700,GLYMA_04G044400,GLYMA_09G144200,
,GLYMA_09G128500,GLYMA_13G185100,GLYMA_07G185500,GLYMA_10G295600,GLYMA_05G117900,
,GLYMA_12G030400,GLYMA_13G300400,GLYMA_14G081700,GLYMA_16G015700,GLYMA_14G177300,
,GLYMA_07G163600,GLYMA_13G337700,GLYMA_03G156800,GLYMA_16G165900,GLYMA_10G152500,
,GLYMA_11G017100,GLYMA_03G257300,GLYMA_02G233300,GLYMA_19G213300,GLYMA_06G071600,
,GLYMA_04G253800,GLYMA_17G168900,GLYMA_11G108900,GLYMA_14G207700,GLYMA_20G150200,
,GLYMA_18G146900,GLYMA_13G009800,GLYMA_18G234100,GLYMA_03G190500,GLYMA_13G200800,
,GLYMA_01G028900,GLYMA_10G256200,GLYMA_12G013000,GLYMA_14G147800,GLYMA_06G200700,
,GLYMA_19G185700,GLYMA_11G050100,GLYMA_09G052700,GLYMA_13G217900,GLYMA_01G115000,
,GLYMA_03G006900,GLYMA_01G226800,GLYMA_19G232300,GLYMA_12G193700,GLYMA_13G080800,
,GLYMA_07G131900,GLYMA_18G237400,GLYMA_09G191700,GLYMA_20G156500,GLYMA_05G016600,
,GLYMA_02G244000,GLYMA_09G210100,GLYMA_04G160100,GLYMA_17G079700,GLYMA_10G218400,
,GLYMA_11G021700,GLYMA_13G088700,GLYMA_07G129200,GLYMA_15G128300,GLYMA_02G289400,
,GLYMA_04G079600,GLYMA_19G114700,GLYMA_10G264400,GLYMA_14G040800,GLYMA_07G271300,
,GLYMA_18G290800,GLYMA_08G285600,GLYMA_07G266800,GLYMA_06G062600,GLYMA_04G213700,
,GLYMA_04G095900,ENSRNA050003314,GLYMA_03G001900,GLYMA_10G255100,GLYMA_17G253700,
,GLYMA_09G216700,GLYMA_16G095100,GLYMA_12G001000,GLYMA_03G253800,GLYMA_16G078400,
,GLYMA_12G057300,GLYMA_13G318900,GLYMA_01G215800,GLYMA_02G012100,GLYMA_15G176000,
,GLYMA_19G160600,GLYMA_08G112300,GLYMA_07G057700,GLYMA_07G273500,GLYMA_20G055900,
,GLYMA_12G138600,GLYMA_07G090700,GLYMA_10G154400,GLYMA_09G252200,GLYMA_14G085200,
,GLYMA_14G050000,GLYMA_01G209400,GLYMA_16G089000,GLYMA_11G097200,GLYMA_12G052700,
,GLYMA_17G224900,GLYMA_08G066700,GLYMA_12G164000,GLYMA_12G079500,GLYMA_11G170300,
,GLYMA_20G178900,GLYMA_10G043200,GLYMA_04G054400,GLYMA_14G001200,GLYMA_03G016500,
,GLYMA_13G360400,GLYMA_12G032200,GLYMA_17G258300,GLYMA_12G223200,GLYMA_17G063500,
,GLYMA_03G213600,GLYMA_02G068500,GLYMA_20G123100,GLYMA_05G015200,GLYMA_19G082500,
,GLYMA_01G226800,GLYMA_17G006500,GLYMA_05G114700,GLYMA_11G033800,GLYMA_11G052500,
,GLYMA_14G048100,GLYMA_18G202100,GLYMA_13G094500,GLYMA_11G086000,GLYMA_06G140300,
,GLYMA_10G070900,GLYMA_19G096200,GLYMA_11G212000,GLYMA_20G066600,GLYMA_10G235700,
,GLYMA_04G063000,GLYMA_15G077800,GLYMA_03G043100,GLYMA_16G059400,GLYMA_09G240300,
,GLYMA_13G070500,GLYMA_05G204400,GLYMA_20G177800,GLYMA_13G347100,GLYMA_05G055100,
,GLYMA_06G083700,GLYMA_02G241900,GLYMA_04G016700,GLYMA_11G216800,GLYMA_03G056400,
,GLYMA_12G233800,GLYMA_08G150400,GLYMA_11G176500,GLYMA_15G040100,GLYMA_03G004400,
,GLYMA_05G058300,GLYMA_18G208200,GLYMA_15G029200,GLYMA_01G186800,ENSRNA050003673,
,GLYMA_15G238200,GLYMA_09G136400,GLYMA_20G023500,GLYMA_18G024700,GLYMA_13G021800,
,GLYMA_06G204100,GLYMA_10G197500,GLYMA_05G157000,GLYMA_01G196600,GLYMA_10G248000,
,GLYMA_09G214300,GLYMA_09G213200,GLYMA_07G051000,GLYMA_02G310400,GLYMA_09G258600,
,GLYMA_01G239700,GLYMA_08G087000,GLYMA_18G014400,GLYMA_08G126400,GLYMA_08G006500,
,GLYMA_03G026900,GLYMA_07G106200,GLYMA_12G117900,GLYMA_01G040000,GLYMA_16G009700,
,GLYMA_19G111800,GLYMA_19G084900,GLYMA_19G242700,GLYMA_01G020300,GLYMA_05G206300,
,GLYMA_07G046000,GLYMA_16G035800,GLYMA_19G056100,GLYMA_08G204200,GLYMA_15G150000,
,GLYMA_10G214100,GLYMA_12G158800,GLYMA_01G226000,GLYMA_10G182500,GLYMA_18G095400,
,GLYMA_13G296600,GLYMA_07G043900,GLYMA_05G243400,GLYMA_13G366800,GLYMA_08G361100,
,GLYMA_07G248900,GLYMA_02G093900,GLYMA_18G284100,GLYMA_16G012600,GLYMA_15G105400,
,GLYMA_06G101600,GLYMA_12G182600,GLYMA_11G031100,GLYMA_04G039200,GLYMA_15G132500,
,GLYMA_10G161400,GLYMA_20G182800,GLYMA_08G042200,GLYMA_13G201500,GLYMA_20G232200,
,GLYMA_13G032400,GLYMA_19G069800,GLYMA_11G081500,GLYMA_16G147100,GLYMA_16G016000,
,GLYMA_17G025800,GLYMA_02G166500,GLYMA_08G039600,GLYMA_19G191100,GLYMA_10G184800,
,GLYMA_09G166300,GLYMA_03G066600,GLYMA_09G179500,GLYMA_07G257700,GLYMA_09G015400,
,GLYMA_13G335100,GLYMA_05G101700,ENSRNA050003211,GLYMA_07G217700,GLYMA_09G087700,
,GLYMA_14G003200,GLYMA_19G049200,GLYMA_05G199600,GLYMA_01G112900,GLYMA_06G089600,
,GLYMA_15G268500,GLYMA_12G238400,GLYMA_15G046100,ENSRNA050003478,GLYMA_13G348100,
,GLYMA_05G006800,GLYMA_12G101800,GLYMA_18G122000,GLYMA_04G179500,GLYMA_06G162700,
,GLYMA_14G032300,GLYMA_11G249200,GLYMA_01G219800,GLYMA_18G152400,GLYMA_02G072500,
,GLYMA_02G143500,GLYMA_11G117800,GLYMA_08G208700,GLYMA_20G187900,GLYMA_01G236100,
,GLYMA_03G016700,GLYMA_12G089700,GLYMA_08G063400,GLYMA_14G097800,GLYMA_17G108500,
,GLYMA_06G016100,GLYMA_14G217300,GLYMA_02G088300,GLYMA_19G250600,GLYMA_05G221600,
,GLYMA_06G126000,GLYMA_19G258600,ENSRNA050003461,GLYMA_03G096300,GLYMA_18G106500,
,GLYMA_15G006700,GLYMA_05G030600,GLYMA_13G259700,GLYMA_03G121100,GLYMA_18G061200,
,GLYMA_10G182600,GLYMA_U032200,GLYMA_14G065500,GLYMA_12G032300,GLYMA_06G047700,
,GLYMA_02G181300,GLYMA_09G241300,GLYMA_03G235800,GLYMA_03G197000,GLYMA_20G249700,
,GLYMA_01G154100,GLYMA_13G212500,GLYMA_16G077500,GLYMA_08G176100,GLYMA_11G004100,
,GLYMA_06G184800,GLYMA_11G055500,ENSRNA050003096,GLYMA_04G090400,GLYMA_05G016900,
,GLYMA_07G270900,GLYMA_08G359600,GLYMA_08G222400,GLYMA_13G061200,GLYMA_01G138800,
,GLYMA_02G239600,GLYMA_09G248900,GLYMA_09G174000,GLYMA_18G006900,GLYMA_05G031300,
,GLYMA_15G197200,GLYMA_14G184500,GLYMA_02G236600,GLYMA_10G281500,GLYMA_17G161500,
,GLYMA_05G046400,GLYMA_03G058200,GLYMA_02G272800,GLYMA_11G055200,GLYMA_15G170200,
,GLYMA_17G100600,GLYMA_02G133800,GLYMA_04G252900,GLYMA_09G173700,GLYMA_12G188200,
,GLYMA_07G002800,GLYMA_08G360000,GLYMA_10G296200,GLYMA_05G000200,GLYMA_11G033600,
,GLYMA_17G138300,GLYMA_15G206000,GLYMA_18G269200,GLYMA_07G073400,GLYMA_08G287500,
,GLYMA_06G019900,GLYMA_20G210700,GLYMA_05G143300,GLYMA_08G092300,GLYMA_08G023400,
,GLYMA_14G196600,GLYMA_11G160300,GLYMA_14G048100,GLYMA_14G207600,GLYMA_11G155900,
,GLYMA_04G000700,GLYMA_19G206000,GLYMA_19G244500,GLYMA_15G255900,GLYMA_05G192800,
,GLYMA_03G245500,GLYMA_07G085700,GLYMA_13G218700,GLYMA_12G074700,GLYMA_12G228300,
,GLYMA_13G099200,GLYMA_10G102900,GLYMA_02G097300,GLYMA_19G207100,GLYMA_12G066700,
,GLYMA_05G162800,GLYMA_15G203100,GLYMA_11G089300,GLYMA_15G165900,GLYMA_15G107100,
,GLYMA_10G259300,GLYMA_08G111500,GLYMA_02G161100,GLYMA_02G247800,GLYMA_10G089500,
,GLYMA_17G134200,GLYMA_11G238700,GLYMA_03G212600,GLYMA_01G170300,GLYMA_10G107000,
,GLYMA_03G083100,GLYMA_04G155900,GLYMA_14G202400,GLYMA_08G219100,GLYMA_01G242200,
,GLYMA_10G132500,GLYMA_12G202500,GLYMA_15G061300,GLYMA_10G180100,GLYMA_11G226200,
,GLYMA_03G204000,GLYMA_01G146400,GLYMA_20G233900,GLYMA_10G241800,GLYMA_10G195600,
,GLYMA_02G148400,GLYMA_13G004200,GLYMA_10G155500,GLYMA_11G052600,GLYMA_05G042700,
,GLYMA_07G046700,GLYMA_19G259800,GLYMA_U034000,GLYMA_17G054900,GLYMA_13G266400,
,GLYMA_08G232400,GLYMA_20G115900,GLYMA_07G008600,GLYMA_03G217600,GLYMA_07G030600,
,GLYMA_11G252400,GLYMA_08G004600,GLYMA_05G033500,GLYMA_02G102400,GLYMA_04G018400,
,GLYMA_10G159800,GLYMA_11G237200,GLYMA_19G003800,GLYMA_11G037900,GLYMA_13G069500,
,GLYMA_15G263500,GLYMA_04G028600,GLYMA_20G236500,GLYMA_07G016500,GLYMA_15G255100,
,GLYMA_12G205800,GLYMA_18G264900,GLYMA_10G248100,GLYMA_13G145200,GLYMA_07G190800,
,GLYMA_20G031600,GLYMA_06G102100,GLYMA_14G073000,GLYMA_05G034000,GLYMA_05G060200,
,GLYMA_12G001000,GLYMA_08G094900,GLYMA_15G254100,GLYMA_14G113800,GLYMA_06G325300,
,GLYMA_12G029100,GLYMA_09G011000,GLYMA_17G095500,GLYMA_18G120400,GLYMA_11G179000,
,GLYMA_09G023800,GLYMA_20G101700,GLYMA_20G126000,GLYMA_06G204600,GLYMA_14G083900,
,GLYMA_15G013800,GLYMA_19G122200,GLYMA_18G097300,GLYMA_20G106500,GLYMA_16G047900,
,GLYMA_10G104100,GLYMA_01G036200,GLYMA_18G262900,GLYMA_07G037100,GLYMA_07G216000,
,GLYMA_15G005300,GLYMA_08G084400,GLYMA_10G198500,GLYMA_09G161600,GLYMA_18G124600,
,GLYMA_06G200000,GLYMA_10G236200,GLYMA_19G160800,GLYMA_16G091900,GLYMA_20G210300,
,GLYMA_08G199500,GLYMA_14G207600,GLYMA_11G010700,GLYMA_01G162000,GLYMA_20G187100,
,GLYMA_15G136800,GLYMA_14G204100,GLYMA_17G035700,GLYMA_04G198900,GLYMA_06G195800,
,GLYMA_17G004300,GLYMA_16G122200,GLYMA_19G090700,GLYMA_05G202900,GLYMA_15G007200,
,GLYMA_08G265300,GLYMA_02G020800,GLYMA_13G152300,GLYMA_06G192200,ENSRNA050003480,
,GLYMA_02G059800,GLYMA_20G085800,GLYMA_13G154600,GLYMA_03G122000,GLYMA_05G001900,
,GLYMA_16G036200,GLYMA_17G261600,GLYMA_16G134000,GLYMA_16G126300,GLYMA_05G151500,
,GLYMA_07G210800,GLYMA_19G223400,GLYMA_07G140400,GLYMA_19G123800,GLYMA_06G111400,
,GLYMA_14G023900,GLYMA_15G136300,GLYMA_17G130700,GLYMA_12G195700,GLYMA_U043500,
,GLYMA_02G027600,GLYMA_16G068000,GLYMA_19G012700,GLYMA_17G249800,GLYMA_15G140300,
,GLYMA_07G021000,GLYMA_08G114100,GLYMA_19G032900,GLYMA_16G023600,GLYMA_19G018600,
,GLYMA_08G360000,GLYMA_06G138500,GLYMA_07G082700,GLYMA_08G329500,GLYMA_10G264900,
,GLYMA_04G231400,GLYMA_10G167500,GLYMA_08G115600,GLYMA_03G172600,GLYMA_08G085500,
,GLYMA_09G037900,GLYMA_02G098700,GLYMA_13G222400,GLYMA_16G003600,GLYMA_03G229200,
,GLYMA_17G260600,GLYMA_20G019600,GLYMA_04G256800,GLYMA_07G271400,GLYMA_10G291200,
,GLYMA_16G063000,GLYMA_11G100300,GLYMA_17G024700,GLYMA_12G210300,GLYMA_13G216800,
,GLYMA_02G141700,GLYMA_09G248800,GLYMA_07G170200,GLYMA_13G127400,GLYMA_08G162500,
,GLYMA_05G077200,GLYMA_11G031800,GLYMA_04G123500,GLYMA_20G055700,GLYMA_18G298600,
,GLYMA_15G138200,GLYMA_13G181800,GLYMA_08G118400,GLYMA_15G249900,GLYMA_05G103200,
,GLYMA_16G077800,GLYMA_02G002300,ENSRNA050003194,GLYMA_04G030300,GLYMA_17G239400,
,GLYMA_13G094500,GLYMA_03G124300,GLYMA_09G189500,GLYMA_13G053500,GLYMA_16G222300,
,GLYMA_08G253000,GLYMA_04G233000,GLYMA_14G033600,GLYMA_17G021500,GLYMA_19G161100,
,GLYMA_04G233300,GLYMA_07G106900,GLYMA_04G011000,GLYMA_18G266500,GLYMA_16G040500,
,GLYMA_11G211800,GLYMA_04G224400,GLYMA_03G235500,GLYMA_09G248900,GLYMA_12G148900,
,GLYMA_12G199400,GLYMA_13G347700,GLYMA_U041200,GLYMA_11G124000,GLYMA_07G112000,
,GLYMA_15G015600,GLYMA_13G129800,GLYMA_15G129200,GLYMA_15G271500,GLYMA_17G064600,
,GLYMA_11G060900,GLYMA_20G095300,GLYMA_10G233400,GLYMA_19G047300,GLYMA_19G100100,
,GLYMA_10G102200,GLYMA_09G163900,GLYMA_06G076100,GLYMA_06G002300,GLYMA_17G003400,
,GLYMA_17G233500,GLYMA_10G280800,ENSRNA050003220,GLYMA_07G007300,GLYMA_15G019800,
,GLYMA_13G091400,GLYMA_02G136300,GLYMA_20G081600,GLYMA_02G234200,GLYMA_05G015200,
,GLYMA_08G013200,GLYMA_06G096700,GLYMA_04G226600,GLYMA_20G000400,GLYMA_12G005700,
,GLYMA_13G014400,GLYMA_11G220200,GLYMA_11G123900,GLYMA_15G275700,GLYMA_04G043200,
,GLYMA_10G044200,GLYMA_04G203600,GLYMA_10G040800,GLYMA_02G016000,GLYMA_19G003900,
,GLYMA_20G001000,GLYMA_02G008500,GLYMA_19G012000,GLYMA_04G018600,GLYMA_20G228100,
,GLYMA_20G055900,GLYMA_05G149900,GLYMA_07G102900,GLYMA_08G240800,GLYMA_16G008400,
,GLYMA_20G198500,GLYMA_19G221400,GLYMA_20G219500,GLYMA_10G018900,GLYMA_05G149800,
,GLYMA_01G008400,ENSRNA050003737,GLYMA_08G018000,GLYMA_05G012400,GLYMA_12G089700,
,GLYMA_07G139600,GLYMA_01G207400,GLYMA_03G131100,GLYMA_02G069900,GLYMA_06G310100,
,GLYMA_12G043700,GLYMA_20G233200,GLYMA_10G066400,GLYMA_03G128900,GLYMA_20G111100,
,GLYMA_16G157100,GLYMA_15G097000,GLYMA_13G318000,GLYMA_03G158600,GLYMA_02G249600,
,GLYMA_02G282400,GLYMA_16G205600,GLYMA_20G175400,GLYMA_07G016100,GLYMA_07G251000,
,GLYMA_11G044800,GLYMA_04G002000,GLYMA_14G062800,GLYMA_09G234000,GLYMA_09G251900,
,GLYMA_13G301300,GLYMA_09G000700,GLYMA_03G142300,GLYMA_02G205200,GLYMA_11G194300,
,GLYMA_18G032200,GLYMA_13G231700,GLYMA_02G149800,GLYMA_10G292300,GLYMA_15G261900,
,GLYMA_11G030500,GLYMA_15G087200,GLYMA_15G001200,GLYMA_18G005800,GLYMA_05G026200,
,GLYMA_16G140200,GLYMA_01G145000,GLYMA_20G114700,GLYMA_11G068500,GLYMA_05G070700,
,GLYMA_02G136000,GLYMA_06G170300,GLYMA_07G106200,GLYMA_18G090700,GLYMA_02G123400,
,GLYMA_02G235700,GLYMA_13G176300,GLYMA_15G165700,GLYMA_16G059500,GLYMA_01G080200,
,GLYMA_05G132500,GLYMA_15G154000,GLYMA_06G033200,GLYMA_06G067100,GLYMA_05G023700,
,GLYMA_09G228100,GLYMA_20G051500,GLYMA_06G203300,GLYMA_16G155300,GLYMA_13G331000,
,GLYMA_05G068600,GLYMA_19G260900,GLYMA_06G025800,GLYMA_14G169200,GLYMA_01G244900,
,GLYMA_07G060400,GLYMA_16G087700,GLYMA_09G037600,GLYMA_15G253100,GLYMA_15G113700,
,GLYMA_13G040600,GLYMA_06G076100,GLYMA_10G000500,GLYMA_01G192100,GLYMA_17G107500,
,GLYMA_13G019800,GLYMA_12G073100,GLYMA_13G351200,GLYMA_19G061200,GLYMA_18G268500,
,GLYMA_01G137300,GLYMA_12G086700,GLYMA_04G164500,GLYMA_10G099700,GLYMA_06G156400,
,GLYMA_10G059900,GLYMA_05G008100,GLYMA_06G077800,GLYMA_10G134100,GLYMA_11G138700,
,GLYMA_17G137200,GLYMA_17G160800,GLYMA_06G137700,GLYMA_19G186100,GLYMA_14G031400,
,GLYMA_05G228500,GLYMA_07G150000,GLYMA_10G153200,GLYMA_08G187800,GLYMA_11G132700,
,GLYMA_06G152000,GLYMA_17G223900,GLYMA_14G126700,GLYMA_17G012500,GLYMA_07G273400,
,GLYMA_13G286400,GLYMA_05G053300,GLYMA_17G110800,GLYMA_16G118900,GLYMA_04G164400,
,GLYMA_18G212800,GLYMA_19G044200,GLYMA_13G017400,GLYMA_14G059200,GLYMA_08G351900,
,GLYMA_01G233300,GLYMA_10G145500,GLYMA_09G166500,GLYMA_14G076700,GLYMA_10G167000,
,GLYMA_04G230000,GLYMA_05G187400,GLYMA_02G125400,GLYMA_20G168100,GLYMA_13G266600,
,GLYMA_01G196600,GLYMA_02G273100,ENSRNA050003473,GLYMA_06G317500,GLYMA_12G221900,
,GLYMA_16G219200,GLYMA_02G251000,GLYMA_14G039900,GLYMA_12G224500,GLYMA_18G018800,
,GLYMA_09G233300,GLYMA_09G135800,GLYMA_17G085700,GLYMA_17G075400,GLYMA_17G060900,
,GLYMA_01G180800,GLYMA_03G226700,GLYMA_02G094300,GLYMA_17G016300,GLYMA_10G237000,
,GLYMA_09G040000,GLYMA_07G207200,GLYMA_15G113600,GLYMA_08G022500,GLYMA_18G165000,
,GLYMA_04G041300,GLYMA_03G133900,GLYMA_09G153300,GLYMA_20G212000,GLYMA_19G171900,
,GLYMA_12G009100,GLYMA_16G073700,GLYMA_08G335600,GLYMA_08G056200,GLYMA_11G014100,
,GLYMA_09G191700,GLYMA_02G070500,GLYMA_10G029400,GLYMA_13G045000,GLYMA_15G256400,
,GLYMA_16G222300,GLYMA_18G284200,GLYMA_10G223700,GLYMA_11G010100,GLYMA_09G166500,
,GLYMA_18G276800,GLYMA_06G143500,GLYMA_03G257500,GLYMA_13G167200,GLYMA_17G162000,
,GLYMA_02G218100,GLYMA_02G155400,GLYMA_05G023900,GLYMA_02G054800,GLYMA_18G055300,
,GLYMA_16G140300,GLYMA_15G053500,GLYMA_10G191600,GLYMA_11G190900,GLYMA_17G030600,
,GLYMA_09G262200,GLYMA_09G051800,GLYMA_04G023200,GLYMA_14G162800,GLYMA_04G235100,
,GLYMA_01G078800,GLYMA_08G251900,GLYMA_06G316400,GLYMA_19G196000,GLYMA_07G013900,
,GLYMA_12G022500,GLYMA_08G126500,GLYMA_10G058900,GLYMA_01G004500,GLYMA_02G273000,
,GLYMA_10G002300,GLYMA_12G064100,GLYMA_02G010200,GLYMA_04G088400,GLYMA_06G175700,
,GLYMA_02G060200,GLYMA_17G053800,GLYMA_08G345600,GLYMA_20G174000,GLYMA_16G035200,
,GLYMA_17G197500,GLYMA_10G057100,GLYMA_06G171000,GLYMA_02G296700,GLYMA_13G124700,
,GLYMA_07G243900,GLYMA_05G064700,GLYMA_03G004700,GLYMA_04G164500,GLYMA_09G226000,
